	B6_rep1	B6_rep2	B6_rep3	D2_rep1	D2_rep2	D2_rep3
Ntrk2	3019	2959	2298	1821	1956	1936
Ntrk3	1501	1572	1095	975	1182	1210
Nts	0	0	1	0	0	0
Ntsr1	37	40	27	20	29	25
Ntsr2	3	0	0	1	2	1
Nuak1	953	979	660	633	700	763
Nuak2	249	281	175	187	191	229
Nub1	668	626	510	598	694	739
Nubp1	775	786	629	548	610	695
Nubp2	717	720	529	574	622	716
Nubpl	549	523	411	374	425	486
Nucb1	1812	1814	1348	1516	1619	1739
Nucb2	1985	1833	1361	1322	1462	1540
Nucks1	13108	12427	8642	8832	9565	10602
Nudc	2324	2448	1599	1638	1791	2029
Nudcd1	1861	1722	1300	1127	1200	1431
Nudcd2	539	548	351	371	417	447
Nudcd3	3633	3451	2600	2439	2779	3000
Nudt1	278	305	220	219	231	255
Nudt10	249	275	184	178	189	199
Nudt11	710	718	551	466	480	572
Nudt12	481	442	313	292	320	367
Nudt12os	81	83	52	46	45	60
Nudt13	571	535	456	463	435	497
Nudt14	357	352	285	230	257	305
Nudt15	368	370	247	285	327	383
Nudt16	299	279	203	171	184	257
Nudt16l1	872	857	591	565	716	771
Nudt17	215	231	207	204	258	254
Nudt18	231	251	192	155	185	225
Nudt19	838	795	552	284	263	325
Nudt2	495	473	341	364	419	448
Nudt21	8949	8310	6140	5765	6052	6885
Nudt22	480	411	352	335	331	433
Nudt3	5563	5505	3797	3386	3638	3894
Nudt4	8410	8174	5243	4264	4557	5054
Nudt5	2260	2193	1602	1640	1955	2007
Nudt6	293	293	180	120	114	148
Nudt7	310	284	225	176	211	242
Nudt8	289	248	196	217	235	215
Nudt9	1411	1354	1052	992	1099	1217
Nuf2	89	68	58	44	58	65
Nufip1	898	962	695	667	697	769
Nufip2	8161	7559	5882	5888	6440	6746
Nuggc	2	4	3	1	0	0
Numa1	5466	5182	4051	4334	4912	4999
Numb	1260	1153	929	848	957	960
Numbl	702	666	491	492	542	584
Nup107	1469	1366	1038	1034	1068	1239
Nup133	2138	2040	1531	1340	1510	1768
Nup153	4406	4114	3181	2924	3355	3503
Nup155	3299	2968	2324	2163	2438	2511
Nup160	1395	1369	1045	990	1185	1151
Nup188	2283	2174	1828	1627	1893	1921
Nup205	3995	3512	2850	2557	3060	3193
Nup210	879	828	581	380	531	515
Nup210l	143	176	136	133	135	164
Nup214	1469	1465	1178	931	1168	1130
Nup35	1997	1963	1416	1010	1019	1253
Nup37	317	290	210	243	310	314
Nup43	344	362	266	235	285	303
Nup50	2011	2084	1476	1405	1392	1510
Nup54	1181	1259	896	830	869	990
Nup62	1022	996	825	708	757	869
Nup62cl	13	12	9	9	7	12
Nup85	1898	1794	1513	1273	1493	1544
Nup88	2951	2748	2217	2366	2572	2740
Nup93	933	885	637	580	666	737
Nup98	3888	3628	2930	2405	2694	2753
Nupl1	4010	3639	2658	2656	2874	3158
Nupl2	407	439	311	289	348	369
Nupr1	260	264	173	82	107	96
Nupr1l	113	119	100	103	122	98
Nus1	1747	1764	1273	1230	1326	1480
Nusap1	237	190	123	173	172	148
Nutf2	1297	1253	968	922	886	982
Nutf2-ps1	767	761	606	514	528	552
Nutm1	2	1	2	3	6	3
Nutm2	0	0	0	0	0	0
Nvl	2590	2416	1874	1481	1836	1781
Nwd1	1112	1034	785	338	358	397
Nwd2	715	678	560	508	591	623
Nxf1	4722	4620	3580	3518	3927	4091
Nxf2	1	4	3	0	7	2
Nxf3	1	0	1	1	0	0
Nxf7	1	4	0	0	0	0
Nxn	714	726	539	424	479	529
Nxnl1	13006	12895	9602	8504	9253	10191
Nxnl2	3183	2846	2333	2374	2651	2904
Nxpe1-ps	1	0	1	0	1	0
Nxpe2	13	22	11	3	5	4
Nxpe3	256	327	213	201	226	205
Nxpe4	327	319	195	126	139	136
Nxpe5	7	11	10	11	9	9
Nxph1	544	512	353	298	309	335
Nxph2	113	105	75	73	78	98
Nxph3	463	390	278	317	297	366
Nxph4	74	87	55	61	62	71
Nxt1	557	488	376	361	350	420
Nxt2	2010	1857	1315	1386	1401	1714
Nyap1	971	868	655	704	707	814
Nyap2	2423	2309	1688	1619	1869	2058
Nynrin	928	817	624	811	793	849
Nyx	1083	1021	727	775	838	962
Oacyl	7	9	6	10	4	4
Oaf	267	235	166	137	152	176
Oard1	2130	1899	1504	1419	1628	1838
Oas1a	16	27	18	3	4	8
Oas1b	22	28	21	10	10	14
Oas1c	53	49	35	20	26	31
Oas1d	0	0	0	0	0	0
Oas1e	18	12	10	9	15	11
Oas1f	0	0	0	0	0	0
Oas1g	2	10	5	0	1	1
Oas1h	0	2	0	0	0	0
Oas2	4	12	5	9	8	6
Oas3	5	6	12	4	8	4
Oasl1	10	10	13	2	2	6
Oasl2	316	328	254	59	57	67
Oat	5250	4678	3325	3406	3687	4284
Oaz1	18705	17026	13051	12779	13746	15284
Oaz1-ps-201	6476	5859	4625	4328	4629	5076
Oaz2	4606	4215	3040	3405	3640	4097
Oaz3	348	364	262	236	278	293
Obfc1	655	689	430	391	408	471
Obox1	0	0	0	0	0	0
Obox2	0	0	0	0	0	0
Obox3	0	0	0	0	0	0
Obox3-ps1-001	0	0	0	0	0	0
Obox3-ps2-001	0	0	0	0	0	0
Obox3-ps3-001	0	0	0	0	0	0
Obox3-ps4-001	0	0	0	0	0	0
Obox3-ps5-001	0	0	0	0	0	0
Obox3-ps6-001	0	0	0	0	0	0
Obox3-ps7-001	2	2	0	2	0	3
Obox4-ps1-001	0	1	0	0	0	0
Obox4-ps10-001	0	0	0	0	0	0
Obox4-ps11-001	0	0	0	0	0	0
Obox4-ps12-001	0	0	0	0	0	0
Obox4-ps13-001	0	0	0	0	0	0
Obox4-ps14-001	0	0	0	0	0	0
Obox4-ps15-001	0	0	0	0	0	0
Obox4-ps16-001	0	0	0	0	0	0
Obox4-ps17-001	0	0	0	0	0	0
Obox4-ps18-001	0	0	0	0	0	0
Obox4-ps19-001	0	0	0	0	0	0
Obox4-ps2-001	1	1	0	0	0	1
Obox4-ps20-001	0	0	0	0	0	0
Obox4-ps21-001	0	0	0	0	0	0
Obox4-ps22-001	0	0	0	0	0	0
Obox4-ps23-001	0	0	0	0	0	0
Obox4-ps24-001	0	0	0	0	0	0
Obox4-ps25-001	0	0	0	0	0	0
Obox4-ps26-001	0	0	0	0	0	0
Obox4-ps27-001	0	0	0	0	0	0
Obox4-ps28-001	0	0	0	0	0	0
Obox4-ps29-001	0	0	0	0	0	0
Obox4-ps3-001	1	0	0	0	0	0
Obox4-ps30-001	0	0	0	0	0	0
Obox4-ps31-001	0	0	0	0	0	0
Obox4-ps32-001	0	0	0	0	0	0
Obox4-ps33-001	0	0	0	0	0	0
Obox4-ps34-001	0	0	0	0	0	0
Obox4-ps36-001	0	0	0	0	0	0
Obox4-ps37-001	0	0	0	0	0	0
Obox4-ps38-001	0	0	0	0	0	0
Obox4-ps39-001	0	0	0	0	0	0
Obox4-ps4-001	0	0	0	0	0	0
Obox4-ps5-001	0	0	0	0	0	0
Obox4-ps6-001	0	0	0	0	0	0
Obox4-ps7-001	0	0	0	0	0	0
Obox4-ps8-001	0	0	0	0	0	0
Obox4-ps9-001	0	0	0	0	0	0
Obox5	0	0	0	0	0	0
Obox6	16	6	2	7	11	15
Obox7	0	0	0	0	0	0
Obox8	0	0	0	0	0	0
Obp1a	0	0	0	0	0	0
Obp1b	0	0	0	0	0	0
Obp2a	0	0	0	0	0	0
Obp2b	0	0	0	0	0	0
Obscn	114	112	101	301	294	290
Obsl1	412	346	272	286	339	381
Oc90	3	6	5	3	12	4
Oca2	32	76	39	25	58	23
Ocel1	1118	1127	890	620	689	748
Ociad1	8440	8098	5733	4801	5313	5622
Ociad2	574	588	432	349	370	333
Ocln	257	240	180	126	135	168
Ocm	0	2	5	3	1	5
Ocrl	3268	3210	2302	2287	2605	2939
Ocstamp	0	0	0	0	0	0
Odam	0	0	0	0	0	0
Odc1	6081	6034	4510	2219	2884	3296
Odf1	0	1	0	0	0	0
Odf2	2139	2056	1547	1532	1844	1849
Odf2l	960	991	657	663	777	808
Odf3	30	29	22	10	20	14
Odf3b	18	12	20	18	10	15
Odf3l1	0	0	0	1	0	1
Odf3l2	9	1	3	2	6	4
Odf4	1	7	5	0	1	1
Ofcc1	8	8	1	1	3	3
Ofd1	2152	1916	1591	1501	1774	1872
Ogdh	9974	9269	6989	6246	7070	7651
Ogdhl	4525	4332	3141	2981	3273	3601
Ogfod1	2536	2164	1673	1638	1822	2050
Ogfod2	602	590	427	444	490	545
Ogfod3	572	515	416	356	356	409
Ogfr	1995	1851	1421	1212	1319	1510
Ogfrl1	5696	5487	3718	4262	4694	5157
Ogg1	212	244	165	175	188	228
Ogn	309	296	246	65	42	32
Ogt	10980	10452	7761	7201	8216	8204
Oip5	25	27	21	20	26	19
Oit1	1	7	8	0	6	5
Oit3	21	27	19	27	11	32
Ola1	1990	1954	1349	1270	1378	1638
Olah	3	4	4	3	4	7
Olfm1	4461	4111	3151	3112	3234	3623
Olfm2	427	445	312	344	409	395
Olfm3	1413	1313	924	1143	1219	1423
Olfm4	224	241	164	167	155	189
Olfm5	0	1	0	0	0	0
Olfml1	11	15	28	23	23	12
Olfml2a	521	553	400	70	53	53
Olfml2b	132	124	81	66	87	86
Olfml3	325	306	250	255	255	301
Olfr1	0	0	0	0	0	0
Olfr10	2	0	0	0	0	1
Olfr1000	0	0	0	0	0	0
Olfr1001-ps1-001	0	0	0	0	0	0
Olfr1002	0	0	0	0	0	0
Olfr1003-ps1-001	0	0	0	0	0	0
Olfr1004-ps1-001	0	0	0	0	0	0
Olfr1006	0	0	0	0	0	0
Olfr1008	0	0	0	0	0	0
Olfr1009	0	0	0	0	0	0
Olfr101	0	1	0	0	0	0
Olfr1012	0	0	0	0	0	0
Olfr1013	0	0	0	0	0	0
Olfr1014	0	0	0	0	0	0
Olfr1015	0	0	0	0	0	0
Olfr1016	0	0	0	0	0	0
Olfr1017-ps1-001	0	0	0	0	0	0
Olfr1018	0	0	0	0	0	0
Olfr1019	0	0	0	0	0	0
Olfr102	0	1	0	0	0	0
Olfr1020	0	0	0	0	0	0
Olfr1021-ps1-001	0	0	0	0	0	0
Olfr1022	0	0	0	0	0	0
Olfr1023	0	0	0	0	0	0
Olfr1024	0	0	0	0	0	0
Olfr1025-ps1	0	0	0	0	0	0
Olfr1026	0	0	0	0	0	0
Olfr1027-ps1-001	0	0	0	0	0	0
Olfr1028	0	0	0	0	0	0
Olfr1029	0	0	1	0	0	0
Olfr103	0	0	0	0	0	0
Olfr1030	0	0	0	0	0	0
Olfr1031	0	0	0	0	0	0
Olfr1032	0	0	0	0	0	0
Olfr1033	1	1	1	0	0	0
Olfr1034	1	0	0	0	0	0
Olfr1035-ps1-001	0	0	0	0	0	0
Olfr1036	0	0	0	0	0	0
Olfr1037	0	0	0	0	0	0
Olfr1038-ps-001	0	0	0	0	0	0
Olfr1039	0	0	0	0	0	0
Olfr104-ps-001	0	0	0	0	0	0
Olfr1040	0	0	0	0	0	0
Olfr1042	0	0	0	0	0	0
Olfr1043	0	0	0	0	0	0
Olfr1044	0	0	0	0	0	0
Olfr1045	0	0	0	0	0	0
Olfr1046	0	0	0	0	0	0
Olfr1047	0	0	0	0	0	0
Olfr1048	0	0	0	0	0	0
Olfr1049	0	0	0	0	0	0
Olfr105-ps-001	0	0	0	0	0	0
Olfr1050-ps1-001	0	0	0	0	0	0
Olfr1051	0	0	0	0	0	0
Olfr1052	0	0	0	0	0	0
Olfr1053	0	0	0	0	0	0
Olfr1054	0	0	0	0	0	0
Olfr1055	0	0	5	0	0	0
Olfr1056	0	0	0	0	0	0
Olfr1057	0	0	0	0	0	0
Olfr1058	0	0	0	0	0	0
Olfr106-ps	0	0	0	0	0	0
Olfr1060-ps1-001	0	0	0	0	0	0
Olfr1061	0	0	0	0	0	0
Olfr1062	0	0	0	0	0	0
Olfr1063-ps1-001	0	0	0	0	0	0
Olfr1065	0	0	0	0	0	0
Olfr1066	0	0	0	0	0	0
Olfr1069-ps1-001	0	0	0	0	0	0
Olfr107	0	0	0	0	0	0
Olfr1073-ps1-001	0	0	0	0	0	0
Olfr1076	0	0	0	0	0	0
Olfr1077-ps1-001	0	0	0	0	0	0
Olfr1078-ps1-001	0	0	0	0	0	0
Olfr1079	0	0	0	0	0	0
Olfr108	0	0	0	0	0	0
Olfr1080	0	0	0	0	0	0
Olfr1081-ps1-001	0	0	0	0	0	0
Olfr1082	0	0	0	0	0	0
Olfr1083-ps-001	0	0	0	0	0	0
Olfr1084	0	0	0	0	0	0
Olfr1085	0	0	0	0	0	0
Olfr1086	0	0	0	0	0	0
Olfr1087	0	0	0	0	0	0
Olfr1089	0	0	0	0	0	0
Olfr109	0	0	0	0	0	0
Olfr1090	0	0	0	0	0	0
Olfr1093	0	0	0	0	0	0
Olfr1094	0	0	0	0	0	0
Olfr1095	0	0	0	0	0	0
Olfr1096-ps1	0	0	0	0	0	0
Olfr1097	0	0	0	0	0	0
Olfr1098	0	0	0	0	0	0
Olfr1099	0	0	0	0	0	0
Olfr11	0	0	0	0	0	1
Olfr110	0	0	0	0	0	0
Olfr1100	0	0	0	0	0	0
Olfr1101	0	0	0	0	0	0
Olfr1102	0	0	0	0	0	0
Olfr1103-ps1-001	0	0	0	0	0	0
Olfr1104	0	0	0	0	0	0
Olfr1105	0	0	0	0	0	0
Olfr1106	0	0	0	0	0	0
Olfr1107	0	0	0	0	0	0
Olfr1109	0	0	0	0	0	0
Olfr111	2	0	0	0	0	0
Olfr1110	0	0	0	0	0	0
Olfr1111	0	0	0	0	0	0
Olfr1112	0	0	0	0	0	0
Olfr1113	0	0	0	0	0	0
Olfr1115	0	0	0	0	0	0
Olfr1116	0	0	0	0	0	0
Olfr1117-ps1-001	0	0	0	0	0	0
Olfr1118	0	0	0	0	0	0
Olfr112	0	0	0	0	0	0
Olfr1120	1	0	0	0	0	0
Olfr1121	0	0	0	0	0	0
Olfr1122	0	0	0	0	0	0
Olfr1123	0	0	0	0	0	0
Olfr1124	0	0	0	0	0	0
Olfr1126	0	0	0	0	0	0
Olfr1127-ps1-001	0	0	0	0	0	0
Olfr1128	2	2	0	0	0	0
Olfr1129	0	0	0	0	1	0
Olfr113	0	0	0	0	0	0
Olfr1130	0	0	0	0	0	0
Olfr1131	0	0	0	0	0	0
Olfr1132	0	1	0	0	0	0
Olfr1133	0	0	0	0	0	0
Olfr1134	0	0	0	0	0	0
Olfr1135	0	0	0	0	0	0
Olfr1136	0	0	0	0	0	0
Olfr1137	0	0	0	0	0	0
Olfr1138	0	0	0	0	0	0
Olfr114	0	0	0	0	0	0
Olfr1140	1	0	0	0	0	0
Olfr1141	0	0	0	0	0	0
Olfr1143	0	0	0	0	0	0
Olfr1144-ps1-001	0	0	0	0	0	0
Olfr1145	0	0	0	0	0	0
Olfr1146-ps1-001	0	0	0	0	0	0
Olfr1147-ps1-001	0	0	0	0	0	0
Olfr1148	0	0	0	0	0	0
Olfr1149-ps1-001	0	0	0	0	0	0
Olfr115	0	0	0	0	0	0
Olfr1150-ps1-001	0	0	0	0	0	0
Olfr1151	0	0	0	0	0	0
Olfr1152	0	0	0	0	0	0
Olfr1153	0	0	0	0	0	0
Olfr1154	0	0	0	0	0	0
Olfr1155	0	0	0	0	0	0
Olfr1156	0	0	0	0	0	0
Olfr1157	0	0	0	0	0	0
Olfr1158	0	0	0	0	0	0
Olfr1159-ps1-001	0	0	0	0	0	0
Olfr116	0	0	0	0	0	0
Olfr1160	0	0	0	0	0	0
Olfr1161	0	0	0	0	0	0
Olfr1162	0	0	0	0	0	0
Olfr1163	0	0	0	0	0	0
Olfr1164	0	0	0	0	0	0
Olfr1165-ps-001	0	0	0	0	0	0
Olfr1166	0	0	0	0	0	0
Olfr1167	0	0	0	0	0	0
Olfr1168	0	0	0	0	0	0
Olfr1169-ps1-001	0	0	0	0	0	0
Olfr117	0	0	0	0	0	0
Olfr1170	0	0	0	0	0	0
Olfr1171-ps1	0	0	0	0	0	0
Olfr1172-ps1-001	0	0	0	0	0	0
Olfr1173	0	0	0	0	0	0
Olfr1174-ps-001	0	0	0	0	0	0
Olfr1175-ps-001	0	0	0	0	0	0
Olfr1176	0	0	0	0	0	0
Olfr1177-ps-001	0	0	0	0	0	0
Olfr1178	0	0	0	0	0	0
Olfr1179	0	0	0	0	0	0
Olfr118	0	0	0	0	0	0
Olfr1180	0	0	0	0	0	0
Olfr1181	0	0	0	0	0	0
Olfr1182	0	0	0	0	0	0
Olfr1183	0	0	0	0	0	0
Olfr1184	0	0	0	0	0	0
Olfr1185-ps1-001	0	0	0	0	0	0
Olfr1186	0	0	0	0	0	0
Olfr1187-ps1	0	0	0	0	0	0
Olfr1188	0	0	0	0	0	0
Olfr1189	0	0	0	0	0	0
Olfr119	0	0	0	0	0	0
Olfr1191-ps1-001	0	0	0	0	0	0
Olfr1192-ps1	0	0	0	0	0	0
Olfr1193	0	0	0	0	0	0
Olfr1195	0	0	0	0	0	0
Olfr1196	0	0	0	0	0	0
Olfr1197	0	0	0	0	0	0
Olfr1198	0	0	0	0	0	0
Olfr1199	0	0	0	0	0	0
Olfr12	2	0	0	0	0	0
Olfr120	0	0	0	0	0	0
Olfr1200	0	0	0	0	0	0
Olfr1201	0	0	0	0	0	0
Olfr1202	0	0	0	0	0	0
Olfr1204	0	0	0	0	0	0
Olfr1205	0	0	0	0	0	0
Olfr1206	0	0	0	0	0	0
Olfr1208	1	0	0	0	0	0
Olfr1209	0	0	0	0	0	0
Olfr121	0	0	0	0	0	0
Olfr1211	0	0	0	0	0	0
Olfr1212	0	0	0	0	0	0
Olfr1213	0	0	0	0	0	0
Olfr1214	0	0	0	0	0	0
Olfr1215	0	0	0	0	0	0
Olfr1216	0	0	0	0	0	0
Olfr1217	0	0	0	0	0	0
Olfr1218	0	0	0	0	0	0
Olfr1219	0	0	0	0	0	0
Olfr122	0	0	0	0	0	0
Olfr1220	0	0	0	0	0	0
Olfr1221	0	0	0	0	0	0
Olfr1222	0	0	0	0	0	0
Olfr1223	0	0	0	0	0	0
Olfr1224-ps1	0	0	0	0	0	0
Olfr1225	0	0	0	0	0	0
Olfr1226	0	0	0	0	0	0
Olfr1228	0	0	0	0	0	0
Olfr1229	0	0	0	0	0	0
Olfr123	0	0	0	0	0	0
Olfr1230	0	0	0	0	0	0
Olfr1231	0	0	0	0	0	0
Olfr1232	0	0	0	0	0	0
Olfr1233	0	0	0	0	0	0
Olfr1234	0	0	0	0	0	0
Olfr1235-ps1-001	0	0	0	0	0	0
Olfr1238	0	0	0	0	0	0
Olfr1239	0	0	0	0	0	0
Olfr124	0	0	0	0	0	0
Olfr1240	0	0	0	0	0	0
Olfr1241	0	0	0	0	0	0
Olfr1242	0	0	0	0	0	0
Olfr1243	0	0	0	0	0	0
Olfr1245	0	0	0	0	0	0
Olfr1246	0	0	0	0	0	0
Olfr1247	0	0	0	0	0	0
Olfr1248	0	0	0	0	0	0
Olfr1249	0	0	0	0	0	0
Olfr125	0	0	0	0	0	0
Olfr1250	0	0	0	0	0	0
Olfr1251	0	0	0	0	0	0
Olfr1252	0	0	0	0	0	0
Olfr1253	0	0	0	0	0	0
Olfr1254	0	0	0	0	0	0
Olfr1255	0	0	0	0	0	0
Olfr1256	0	0	0	0	0	0
Olfr1257	0	0	0	0	0	0
Olfr1258	0	0	0	0	0	0
Olfr1259	0	0	0	0	0	0
Olfr126	0	0	0	0	0	0
Olfr1260	0	0	0	0	0	0
Olfr1261	0	0	0	0	0	0
Olfr1262	0	0	0	0	0	0
Olfr1263	0	0	0	0	0	0
Olfr1264	0	0	0	0	0	0
Olfr1265	0	0	0	0	0	0
Olfr1267-ps1-001	0	0	0	0	0	0
Olfr1268-ps1-001	0	0	0	0	0	0
Olfr1269	0	0	0	0	0	0
Olfr127	0	0	0	0	0	0
Olfr1270	0	0	0	0	0	0
Olfr1271	0	0	0	0	0	0
Olfr1272	0	0	0	0	0	0
Olfr1273-ps-001	0	0	0	0	0	0
Olfr1274-ps-001	0	0	0	0	0	0
Olfr1275	0	0	0	0	0	0
Olfr1276	0	0	0	0	0	0
Olfr1277	0	0	0	0	0	0
Olfr1278	0	0	0	1	0	0
Olfr1279	0	0	0	0	0	0
Olfr128	0	0	0	0	0	0
Olfr1280	0	0	0	0	0	0
Olfr1281	0	0	0	0	0	0
Olfr1282	0	0	0	0	0	0
Olfr1283	0	0	0	0	0	0
Olfr1284	0	0	0	0	0	0
Olfr1285-001	0	0	0	0	0	0
Olfr1286	0	0	0	0	0	0
Olfr1287	0	0	0	0	0	0
Olfr1288	0	0	0	0	0	0
Olfr1289	0	0	0	0	0	0
Olfr129	0	0	0	0	0	1
Olfr1290	0	0	0	0	0	0
Olfr1291-ps1-001	0	2	0	0	0	0
Olfr1292-ps1-001	0	0	0	0	0	0
Olfr1293-ps	0	0	0	0	0	0
Olfr1294	0	0	0	0	0	0
Olfr1295	0	0	0	0	0	0
Olfr1296-ps1-001	0	0	0	0	0	0
Olfr1297	0	0	0	0	0	0
Olfr1298	0	0	0	0	0	0
Olfr1299	0	0	0	0	0	0
Olfr13	0	0	0	0	0	0
Olfr130	0	0	0	0	0	0
Olfr1301	0	0	0	0	0	0
Olfr1302	0	0	0	0	0	0
Olfr1303	0	0	0	0	0	0
Olfr1304-ps1-001	0	0	0	0	0	0
Olfr1305	0	0	0	0	0	0
Olfr1306	0	0	0	0	0	0
Olfr1307	0	0	0	0	0	0
Olfr1308	0	0	0	0	0	0
Olfr1309	0	0	0	0	0	0
Olfr131	0	1	0	0	0	0
Olfr1310	0	0	0	0	0	0
Olfr1311	0	0	0	0	0	0
Olfr1312	0	0	0	0	0	0
Olfr1313	0	0	0	0	0	0
Olfr1314	2	0	0	1	0	0
Olfr1315-ps1	0	0	0	0	0	0
Olfr1316	0	0	0	0	0	0
Olfr1317	0	0	0	0	0	0
Olfr1318	0	0	0	0	0	0
Olfr1319-ps1-001	0	0	0	0	0	0
Olfr132	0	0	0	0	0	0
Olfr1320	0	0	0	0	0	0
Olfr1321	0	0	0	0	0	0
Olfr1322	0	0	0	0	0	0
Olfr1323	0	0	0	0	0	0
Olfr1324	0	0	0	0	0	0
Olfr1325	0	0	0	0	0	0
Olfr1326-ps1	0	0	0	0	0	0
Olfr1327-ps1-001	0	0	0	0	0	0
Olfr1328	0	0	0	0	0	0
Olfr1329	0	0	0	0	0	0
Olfr133	0	0	0	0	0	0
Olfr1330	0	0	0	1	0	0
Olfr1331	0	0	0	0	0	0
Olfr1332-ps1-001	0	0	0	0	0	0
Olfr1333	0	0	0	0	0	0
Olfr1335	0	0	0	0	0	0
Olfr1336	0	0	0	0	0	0
Olfr1337	0	0	0	0	0	0
Olfr1338	0	0	0	0	0	0
Olfr1339	0	0	0	1	0	0
Olfr134	0	0	0	0	0	0
Olfr1340	0	0	0	0	0	0
Olfr1341	0	0	0	0	0	0
Olfr1342	0	0	0	0	1	0
Olfr1343-ps1-001	0	0	0	0	0	0
Olfr1344	1	4	5	2	4	2
Olfr1345-ps1-001	0	0	0	0	1	0
Olfr1346	0	0	0	0	0	0
Olfr1347	0	0	0	0	0	0
Olfr1348	0	0	0	1	1	0
Olfr1349	2	2	1	5	5	4
Olfr135	0	0	0	0	0	0
Olfr1350	0	0	0	0	0	0
Olfr1351	1	0	1	0	0	0
Olfr1352	0	0	0	0	0	2
Olfr1353	0	0	0	0	0	0
Olfr1354	0	0	0	0	0	0
Olfr1355	0	0	0	0	0	0
Olfr1356	0	0	0	0	0	0
Olfr1357	0	0	0	0	0	0
Olfr1358-001	0	0	0	0	0	0
Olfr1359	0	0	0	0	0	0
Olfr136	0	0	0	0	0	0
Olfr1360	0	0	0	0	0	0
Olfr1361	0	0	0	0	1	0
Olfr1362	0	0	0	0	0	0
Olfr1364	0	0	0	0	0	0
Olfr1366	0	1	1	1	3	0
Olfr1367	0	0	0	0	0	0
Olfr1368	0	0	0	0	0	0
Olfr1369-ps1	0	0	0	0	0	0
Olfr137	0	0	0	0	0	0
Olfr1370	0	0	0	0	0	0
Olfr1371	0	2	0	0	0	0
Olfr1372-ps1	76	55	60	14	15	5
Olfr1373	0	1	1	0	2	0
Olfr1374-ps1-001	0	0	0	0	0	0
Olfr1375	0	0	1	0	0	0
Olfr1376-ps1-001	0	0	0	1	0	0
Olfr1377	2	1	0	2	1	3
Olfr1378	2	4	5	3	2	5
Olfr1379-ps1-001	0	0	0	0	1	2
Olfr138	0	0	0	0	0	0
Olfr1380	0	0	0	0	0	0
Olfr1381	0	0	0	0	0	0
Olfr1382	0	1	0	0	0	0
Olfr1383	2	3	7	0	0	0
Olfr1384	0	0	0	0	0	0
Olfr1385	0	0	0	0	0	0
Olfr1386	0	0	0	0	0	0
Olfr1387	0	0	0	0	0	0
Olfr1388	0	0	0	0	0	0
Olfr1389	0	0	0	0	0	0
Olfr139	0	1	0	0	0	0
Olfr1390	0	0	0	0	0	0
Olfr1391	0	0	0	0	0	0
Olfr1392	6	2	2	1	0	1
Olfr1393	4	1	1	1	3	5
Olfr1394	0	0	0	0	0	0
Olfr1395	0	0	0	0	0	0
Olfr1396	0	0	0	0	0	0
Olfr1397-ps1-001	1	9	4	2	3	2
Olfr140	0	0	0	0	0	0
Olfr1400-ps1-001	0	0	0	0	0	0
Olfr1402	0	0	0	0	0	0
Olfr1404	0	0	0	0	0	0
Olfr1406	0	0	0	1	1	0
Olfr1407-ps1-001	0	0	0	0	0	0
Olfr1408	0	0	0	0	0	0
Olfr1409-ps1-001	0	0	0	0	0	0
Olfr141	0	0	0	0	0	0
Olfr1410	0	0	0	0	0	0
Olfr1411	0	0	0	0	0	0
Olfr1412	0	0	0	0	0	0
Olfr1413	0	0	0	0	0	0
Olfr1414	0	0	0	0	0	0
Olfr1415	0	0	0	0	0	0
Olfr1416	0	0	0	0	0	0
Olfr1417	23	25	24	9	21	30
Olfr1418	9	6	3	2	6	7
Olfr1419	0	0	0	0	0	0
Olfr142	0	0	0	0	0	0
Olfr1420	3	4	2	6	2	3
Olfr1421-ps1-001	0	0	0	0	0	0
Olfr1422-ps1-001	0	0	0	0	0	0
Olfr1423	0	0	0	1	0	0
Olfr1424	0	0	0	0	0	0
Olfr1425	0	0	1	0	0	0
Olfr1426	0	0	2	0	0	0
Olfr1427	0	0	0	0	0	0
Olfr1428	0	0	0	0	0	0
Olfr143	0	0	0	0	0	0
Olfr1430-ps1-001	0	0	0	0	0	0
Olfr1431	0	0	0	0	0	0
Olfr1432	0	0	0	0	0	0
Olfr1434	0	0	0	0	0	0
Olfr1435-ps1-001	0	0	0	0	0	0
Olfr1436	0	0	0	0	0	0
Olfr1437	0	0	0	0	0	0
Olfr1438-ps1	0	0	0	0	0	0
Olfr1439-ps1-001	0	0	0	0	0	0
Olfr1440	0	0	0	0	0	0
Olfr1441	0	0	0	0	0	0
Olfr1442	0	0	0	0	0	0
Olfr1443	0	1	0	0	0	0
Olfr1444	0	0	0	0	0	0
Olfr1445	0	0	0	0	0	0
Olfr1446	0	0	0	0	0	0
Olfr1447	0	0	0	0	0	0
Olfr1448	0	0	0	0	0	0
Olfr1449	0	0	0	0	0	0
Olfr145	0	0	0	0	0	0
Olfr1450	0	0	0	0	0	0
Olfr1451	0	0	0	0	0	0
Olfr1452-ps1-201	0	0	0	0	0	0
Olfr1453	0	0	0	0	0	0
Olfr1454	0	0	0	0	0	0
Olfr1455-ps1-001	0	0	0	0	0	0
Olfr1456-ps1-001	0	0	0	0	0	0
Olfr1457	0	0	0	0	0	0
Olfr1458	0	0	0	0	0	0
Olfr1459	0	0	0	0	0	0
Olfr146	0	0	0	0	0	0
Olfr1460-ps1-001	0	0	0	0	0	0
Olfr1461	0	0	0	0	0	0
Olfr1462	0	0	0	0	0	0
